zip,city,state,system_name,pwsid,population,water_source,total_violations,health_violations,unresolved_violations,lead_level_mg_l,copper_level_mg_l,radon_zone,home_safety_score,home_safety_grade,latitude,longitude,contaminant_count,health_contaminant_names,ccr_contaminant_count,ccr_violation_count,enforcement_action_count,enforcement_health_violations,has_active_issues,boil_water_advisories
04008,Bowdoinham,ME,BOWDOINHAM WATER DISTRICT,ME0090210,738,GW,0,0,0,0.0043,,2,83,B,44.0101,-69.8984,0,,,,0,0,false,0
04009,Bridgton,ME,BRIDGTON WATER DISTRICT,ME0090230,3660,GW,21,0,4,0.0018,,1,56,C,44.052,-70.7241,0,,,,10,1,true,0
04011,Brunswick,ME,BAY BRIDGE ESTATES LLC,ME0002175,1222,GW,10,0,2,0.0016,,1,57,C,43.8973,-69.9779,0,,,,10,0,true,0
04015,Casco,ME,CASCO INN RESIDENTIAL CARE,ME0092338,80,GW,1,0,0,0.004,,1,65,C,43.9596,-70.526,0,,,,3,0,true,0
04020,Cornish,ME,CORNISH WATER DISTRICT,ME0090380,753,GW,0,0,0,0.0014,,1,66,C,43.7796,-70.7784,0,,,,4,0,true,0
04027,Lebanon,ME,COLONIAL MOBILE HOME PARK,ME0007736,270,GW,2,0,0,0.0007,,1,69,C,43.4597,-70.9152,0,,,,6,0,true,0
04032,Freeport,ME,MAINE WATER COMPANY FREEPORT DIVISION,ME0090580,2700,GW,0,0,0,0.00485,1.61,1,70,B,43.857,-70.1031,0,,,,0,0,false,0
04033,Freeport,ME,MAINE WATER COMPANY FREEPORT DIVISION,ME0090580,2700,GW,0,0,0,0.00485,1.61,1,66,C,43.857,-70.1031,0,,,,0,0,false,0
04034,Freeport,ME,MAINE WATER COMPANY FREEPORT DIVISION,ME0090580,2700,GW,0,0,0,0.00485,1.61,1,66,C,43.857,-70.1031,0,,,,0,0,false,0
04037,Fryeburg,ME,FRYEBURG WATER COMPANY,ME0090600,2085,GW,20,0,4,0.0015,,1,46,D,44.0313,-70.9668,0,,,,10,0,true,0
04038,Gorham,ME,FRIENDLY VILLAGE OF GORHAM MHP,ME0007086,763,GW,1,0,0,0.00074,,1,70,B,43.6843,-70.468,0,,,,4,0,true,0
04039,Gray,ME,GRAY WATER DISTRICT,ME0090620,2468,GW,6,2,0,0.0023,,1,68,C,43.8942,-70.3429,1,Consumer Confidence Report Rule,,,10,2,true,0
04040,Harrison,ME,HARRISON WATER DISTRICT,ME0090670,863,GW,4,0,3,0.0011,,1,64,C,44.1071,-70.6539,0,,,,7,0,true,0
04042,Hollis Center,ME,TANGLEWOOD MOBILE ESTATES 2,ME0107379,103,GW,1,0,1,0.0009,,1,68,C,43.5946,-70.6051,0,,,,2,0,true,0
04043,Kennebunk,ME,"KENNEBUNK, KENNEBUNKPORT & WELLS WD",ME0090760,35663,SW,2,0,0,0.001,,1,54,D,43.3881,-70.5478,0,,,,10,0,true,0
04048,Limerick,ME,LIMERICK WATER DISTRICT,ME0090850,625,GW,7,0,2,0.0024,,1,64,C,43.6963,-70.7866,0,,,,10,0,true,0
04049,Limington,ME,HIDDEN LAKE VILLAGE LLC,ME0007990,133,GW,6,0,1,0.0022,,1,66,C,43.726,-70.6752,0,,,,9,0,true,0
04055,Naples,ME,POND & POND TRAILER PARK,ME0095510,63,GW,14,4,2,0.0035,,1,61,C,43.9681,-70.5988,1,Stage 1 DBP Rule,,,10,2,true,0
04061,North Waterboro,ME,LAKE ARROWHEAD COMMUNITY INC,ME0090811,3500,GW,2,0,1,0.007,,1,57,C,43.64,-70.7298,0,,,,3,0,true,0
04062,Windham,ME,322 ROOSEVELT TRAIL,ME0004228,46,GW,18,4,2,0.0058,1.36,1,59,C,43.7958,-70.4143,1,Lead,,,10,0,true,0
04066,Orrs Island,ME,DIPPER COVE ASSOCIATION,ME0094694,30,GW,4,0,0,0.0008,,1,68,C,43.7727,-69.9668,0,,,,7,0,true,0
04070,Scarborough,ME,POND ACRES LLC,ME0090815,65,GW,9,0,2,0.0012,9,1,59,C,43.577,-70.2736,0,,,,10,0,true,0
04071,Raymond,ME,RAYMOND WOODS TOWNHOUSES,ME0092307,50,GW,51,32,24,0.0089,,1,35,F,43.9219,-70.4498,2,"Gross Alpha;Gross Beta",,,10,9,true,0
04072,Saco,ME,BERWICK WATER DEPARTMENT,ME0090150,2470,SW,12,2,6,0.007,,1,48,D,43.5209,-70.4546,1,Chlorine residual,,,8,1,true,0
04073,Sanford,ME,SANFORD WATER DISTRICT,ME0091410,14328,GW,4,0,0,0.006,,1,61,C,43.4285,-70.7585,0,,,,9,0,true,0
04074,Scarborough,ME,POND ACRES LLC,ME0090815,65,GW,9,0,2,0.0012,9,1,53,D,43.5835,-70.3457,0,,,,10,0,true,0
04076,Shapleigh,ME,PINE SPRING ROADS & WATER,ME0091360,210,GW,8,0,1,0.014,,1,42,D,43.5674,-70.8286,0,,,,10,0,true,0
04079,Harpswell,ME,MILLSTONE APARTMENTS,ME0092260,97,GW,13,0,2,0.0017,,1,56,C,43.7811,-69.9955,0,,,,10,0,true,0
04084,Standish,ME,PINE TREE MOBILE ESTATES,ME0003240,560,GW,6,0,3,0.00074,,1,63,C,43.8142,-70.4807,0,,,,10,0,true,0
04086,Topsham,ME,BRUNSWICK/TOPSHAM WATER DISTRICT,ME0090260,18250,GW,19,0,4,0.00028,,2,69,C,43.9814,-69.9378,0,,,,10,0,true,0
04087,Waterboro,ME,LAKE ARROWHEAD COMMUNITY INC,ME0090811,3500,GW,3,0,1,0.007,,1,62,C,43.5661,-70.7431,0,,,,10,0,true,0
04090,Wells,ME,OLD MARSH CONDOMINIUM,ME0092323,325,GW,14,0,5,0.002,,1,41,D,43.3144,-70.5969,0,,,,10,0,true,0
04092,Westbrook,ME,322 ROOSEVELT TRAIL,ME0004228,46,GW,18,4,2,0.0058,1.36,1,59,C,43.6843,-70.358,1,Lead,,,10,0,true,0
04093,Buxton,ME,HARMON PINES DEVELOPMENT,ME0092364,50,GW,21,6,6,,,1,47,D,43.6379,-70.5189,1,Barium,,,10,2,true,0
04096,Yarmouth,ME,YARMOUTH WATER DISTRICT,ME0091670,8000,GW,13,0,4,0.0102,,1,40,D,43.8009,-70.175,0,,,,8,0,true,0
04098,Westbrook,ME,322 ROOSEVELT TRAIL,ME0004228,46,GW,18,4,2,0.0058,1.36,1,58,C,43.677,-70.3712,1,Lead,,,10,0,true,0
04101,Portland,ME,PORTLAND WATER DISTRICT-GREATER,ME0091300,135068,SW,62,9,25,0.0019,,1,47,D,43.6606,-70.2589,2,"Stage 1 DBP Rule;Barium",0,0,10,1,true,0
04102,Portland,ME,PORTLAND WATER DISTRICT-GREATER,ME0091300,135068,SW,62,9,25,0.0019,,1,47,D,43.6602,-70.2898,2,"Stage 1 DBP Rule;Barium",0,0,10,1,true,0
04103,Portland,ME,PORTLAND WATER DISTRICT-GREATER,ME0091300,135068,SW,62,9,25,0.0019,,1,47,D,43.6876,-70.2876,2,"Stage 1 DBP Rule;Barium",0,0,10,1,true,0
04104,Portland,ME,PORTLAND WATER DISTRICT-GREATER,ME0091300,135068,SW,62,9,25,0.0019,,1,52,D,43.6615,-70.2553,2,"Stage 1 DBP Rule;Barium",0,0,10,1,true,0
04109,Portland,ME,PORTLAND WATER DISTRICT-GREATER,ME0091300,135068,SW,62,9,25,0.0019,,1,52,D,43.6783,-70.1987,2,"Stage 1 DBP Rule;Barium",0,0,10,1,true,0
04112,Portland,ME,PORTLAND WATER DISTRICT-GREATER,ME0091300,135068,SW,62,9,25,0.0019,,1,44,D,43.6615,-70.2553,2,"Stage 1 DBP Rule;Barium",0,0,10,1,true,0
04122,Portland,ME,PORTLAND WATER DISTRICT-GREATER,ME0091300,135068,SW,62,9,25,0.0019,,1,44,D,43.6615,-70.2553,2,"Stage 1 DBP Rule;Barium",0,0,10,1,true,0
04123,Portland,ME,PORTLAND WATER DISTRICT-GREATER,ME0091300,135068,SW,62,9,25,0.0019,,1,44,D,43.6615,-70.2553,2,"Stage 1 DBP Rule;Barium",0,0,10,1,true,0
04124,Portland,ME,PORTLAND WATER DISTRICT-GREATER,ME0091300,135068,SW,62,9,25,0.0019,,1,44,D,43.6615,-70.2553,2,"Stage 1 DBP Rule;Barium",0,0,10,1,true,0
04210,Auburn,ME,AUBURN WATER DISTRICT,ME0090070,17245,SW,11,0,3,0.0062,,1,47,D,44.0948,-70.239,0,,,,10,0,true,0
04211,Auburn,ME,AUBURN WATER DISTRICT,ME0090070,17245,SW,11,0,3,0.0062,,1,52,D,44.197,-70.2395,0,,,,10,0,true,0
04212,Auburn,ME,AUBURN WATER DISTRICT,ME0090070,17245,SW,11,0,3,0.0062,,1,57,C,44.197,-70.2395,0,,,,10,0,true,0
04216,Andover,ME,ANDOVER WATER DISTRICT,ME0090050,265,GW,0,0,0,0.009,,1,53,D,44.6637,-70.7967,0,,,,0,0,false,0
04217,Bethel,ME,BETHEL WATER DISTRICT,ME0090160,1813,GW,8,0,0,0.0049,,1,61,C,44.4162,-70.8037,0,,,,4,0,true,0
04220,Buckfield,ME,BUCKFIELD VILLAGE CORPORATION,ME0090270,425,SW,4,0,2,0.0127,,1,46,D,44.2877,-70.3683,0,,,,10,0,true,0
04221,Canton,ME,CANTON WATER DISTRICT,ME0090310,243,SW,10,1,1,0.0045,,1,59,C,44.4602,-70.2998,1,Stage 1 DBP Rule,,,10,1,true,0
04222,Durham,ME,COUNTRY ACRES TRAILER PARK,ME0006648,75,GW,6,0,0,0.0007,,1,67,C,43.9684,-70.1846,0,,,,10,0,true,0
04224,Dixfield,ME,DIXFIELD WATER & SEWER DEPT,ME0090460,1415,GW,3,0,1,0.0019,,1,67,C,44.5548,-70.4241,0,,,,6,0,true,0
04230,East Poland,ME,POLAND COUNTRY VILLAGE MHP INC,ME0005844,140,GW,9,4,1,0.0006,,1,57,C,44.0627,-70.327,1,Gross Alpha,,,10,4,true,0
04236,Greene,ME,THE MEADOWS,ME0095010,65,GW,6,0,1,0.0016,,1,66,C,44.1891,-70.1455,0,,,,10,0,true,0
04238,Hebron,ME,HEBRON WATER COMPANY,ME0090690,83,SW,5,0,3,,,1,48,D,44.2021,-70.3754,0,,,,10,0,true,0
04239,Jay,ME,JAY VILLAGE WATER DISTRICT,ME0090740,975,SW,9,4,1,0.0071,,1,61,C,44.516,-70.2099,1,Haloacetic Acids (HAA5),,,10,7,true,0
04240,Lewiston,ME,LEWISTON WATER & SEWER DIVISION,ME0090830,23720,SW,2,0,0,0.0023,,1,64,C,44.0985,-70.1916,0,,,,4,0,true,0
04241,Lewiston,ME,LEWISTON WATER & SEWER DIVISION,ME0090830,23720,SW,2,0,0,0.0023,,1,69,C,44.197,-70.2395,0,,,,4,0,true,0
04243,Lewiston,ME,LEWISTON WATER & SEWER DIVISION,ME0090830,23720,SW,2,0,0,0.0023,,1,69,C,44.197,-70.2395,0,,,,4,0,true,0
04250,Lisbon,ME,AUBURN WATER DISTRICT,ME0090070,17245,SW,19,4,10,0.0062,,1,51,D,44.0255,-70.1139,0,,,,10,1,true,0
04253,Livermore,ME,LIVERMORE FALLS WATER DISTRICT,ME0090880,2995,SW,6,6,0,0.0021,,1,64,C,44.4079,-70.215,2,"Haloacetic Acids (HAA5);Total Trihalomethanes (TTHM)",,,8,2,true,0
04254,Livermore Falls,ME,LIVERMORE FALLS WATER DISTRICT,ME0090880,2995,SW,9,6,1,0.0021,,1,64,C,44.4325,-70.1427,2,"Haloacetic Acids (HAA5);Total Trihalomethanes (TTHM)",,,10,2,true,0
04255,Greenwood,ME,MT ABRAM CHALET ASSOCIATION,ME0091870,160,GW,0,0,0,0.013,,1,40,D,44.3184,-70.6509,0,,,,0,0,false,0
04256,Mechanic Falls,ME,MECHANIC FALLS WATER DEPT,ME0090960,2010,GW,5,0,0,0.0019,,1,68,C,44.1117,-70.3917,0,,,,8,0,true,0
04257,Mexico,ME,MEXICO WATER DISTRICT,ME0090970,2425,GW,0,0,0,0.0023,,1,60,C,44.5628,-70.5358,0,,,,0,0,false,0
04259,Monmouth,ME,MONMOUTH WATER ASSOCIATION,ME0091020,588,SW,0,0,0,0.0107,,1,56,C,44.2208,-70.0263,0,,,,0,0,false,0
04260,New Gloucester,ME,NEW GLOUCESTER WATER DISTRICT,ME0092428,130,GW,2,0,0,0.002,,1,65,C,43.9608,-70.2974,0,,,,2,0,true,0
04263,Leeds,ME,PINE RIDGE HUNTON BROOK ASSOCIATION,ME0095585,298,GW,3,0,1,0.00102,,1,67,C,44.2834,-70.1253,0,,,,6,0,true,0
04268,Norway,ME,NORWAY WATER DISTRICT,ME0091180,2000,GW,0,0,0,0.0014,1.7,1,65,C,44.2127,-70.5601,0,,,,1,0,false,0
04270,Oxford,ME,OXFORD WATER DISTRICT,ME0091220,1100,GW,0,0,0,0.0025,1.7,1,70,B,44.1118,-70.5098,0,,,,1,0,false,0
04271,Paris,ME,PARIS UTILITY DISTRICT,ME0091230,2940,GW,0,0,0,0.0021,,1,70,B,44.2641,-70.4985,0,,,,0,0,false,0
04274,Poland,ME,MAINE WATER COMPANY BIDDEFORD SACO DIV,ME0090170,42508,SW,56,29,25,0.01,1.61,1,17,F,44.0474,-70.3899,3,"Haloacetic Acids (HAA5);Gross Alpha;Fecal Coliform",,,8,1,true,0
04276,Rumford,ME,RUMFORD WATER DISTRICT,ME0091380,4050,GW,1,0,0,0.0067,,1,61,C,44.5434,-70.5645,0,,,,8,0,true,0
04280,Sabattus,ME,SABATTUS SANITARY DISTRICT,ME0091580,1550,GW,8,0,2,0.0052,,2,76,B,44.1133,-70.0748,0,,,,10,2,true,0
04281,South Paris,ME,PARIS UTILITY DISTRICT,ME0091230,2940,GW,0,0,0,0.0021,,1,70,B,44.2167,-70.5012,0,,,,0,0,false,0
04282,Turner,ME,SANDY BOTTOM ESTATES MHP,ME0095615,168,GW,21,0,6,0.003,,1,56,C,44.2557,-70.2494,0,,,,10,0,true,0
04287,Bowdoin,ME,PINEWOOD ACRES TRAILER PARK,ME0008855,63,GW,8,0,2,0.011,,2,61,C,44.0575,-69.9656,0,,,,10,0,true,0
04289,West Paris,ME,WEST PARIS WATER DISTRICT,ME0091600,540,GW,18,7,6,0.0085,1.7,1,48,D,44.3253,-70.5732,2,"Consumer Confidence Report Rule;Fecal Coliform",,,10,2,true,0
04294,Wilton,ME,WILTON WATER DEPARTMENT,ME0091620,2800,SW,6,0,0,0.0067,,1,63,C,44.5928,-70.2281,0,,,,10,0,true,0
04330,Augusta,ME,GREATER AUGUSTA UTILITY DISTRICT,ME0090080,13750,GW,8,0,0,0.0011,,1,56,C,44.3232,-69.7665,0,,,,10,0,true,0
04332,Augusta,ME,GREATER AUGUSTA UTILITY DISTRICT,ME0090080,13750,GW,8,0,0,0.0011,,1,66,C,44.4141,-69.7519,0,,,,10,0,true,0
04333,Augusta,ME,GREATER AUGUSTA UTILITY DISTRICT,ME0090080,13750,GW,8,0,0,0.0011,,1,62,C,44.3106,-69.7795,0,,,,10,0,true,0
04336,Augusta,ME,GREATER AUGUSTA UTILITY DISTRICT,ME0090080,13750,GW,8,0,0,0.0011,,1,62,C,44.3157,-69.818,0,,,,10,0,true,0
04338,Augusta,ME,GREATER AUGUSTA UTILITY DISTRICT,ME0090080,13750,GW,8,0,0,0.0011,,1,62,C,44.3106,-69.7795,0,,,,10,0,true,0
04342,Dresden,ME,INDIAN RUN ESTATES LLC,ME0095530,103,GW,2,0,0,0.0051,,1,69,C,44.0785,-69.7457,0,,,,8,0,true,0
04344,Farmingdale,ME,MOOSEHEAD TRAIL VILLAGE,ME0091850,60,GW,2,0,0,0.0027,,2,82,B,44.2523,-69.7913,0,,,,7,0,true,0
04345,Gardiner,ME,GARDINER WATER DISTRICT,ME0090610,9000,GW,6,0,1,0.00344,,1,56,C,44.207,-69.7858,0,,,,10,0,true,0
04347,Hallowell,ME,HALLOWELL WATER DISTRICT,ME0090650,2300,GW,0,0,0,0.0016,,1,60,C,44.2864,-69.8057,0,,,,0,0,false,0
04350,Litchfield,ME,HALLOWELL ROAD MOBILE HOME PARK,ME0095679,25,GW,24,10,5,0.00074,,1,48,D,44.1634,-69.9581,1,Barium,,,10,4,true,0
04351,Manchester,ME,POND ACRES LLC,ME0090815,65,GW,0,0,0,0.0012,,1,70,B,44.358,-69.867,0,,,,0,0,false,0
04352,Mount Vernon,ME,ROUND STONE MOBILE HOME PARK,ME0095600,70,GW,9,0,3,0.0053,,1,56,C,44.4993,-69.9903,0,,,,8,0,true,0
04355,Readfield,ME,SUMMER HAVEN APARTMENTS-BLDG 1,ME0092291,55,GW,3,0,0,0.002,,1,69,C,44.4032,-69.9506,0,,,,9,0,true,0
04357,Richmond,ME,ANSON AND MADISON WATER DISTRICT,ME0090930,5568,SW,31,0,2,0.0049,,1,51,D,44.1042,-69.8211,0,,,,10,0,true,0
04363,Windsor,ME,PINE RIDGE VILLAGE,ME0004250,85,GW,0,0,0,0.0006,,1,66,C,44.3009,-69.5806,0,,,,0,0,false,0
04364,Winthrop,ME,WINTHROP UTILITIES DISTRICT,ME0091650,2750,SW,3,3,0,0.00085,,1,67,C,44.3229,-69.9576,1,Stage 1 DBP Rule,,,8,1,true,0
04401,Bangor,ME,BANGOR WATER DISTRICT,ME0090110,27298,SW,34,7,1,0.00745,3.4,1,52,D,44.8242,-68.7918,2,"Stage 1 DBP Rule;Barium",,,10,0,true,0
04402,Bangor,ME,BANGOR WATER DISTRICT,ME0090110,27298,SW,34,7,1,0.00745,3.4,1,57,C,44.8012,-68.7778,2,"Stage 1 DBP Rule;Barium",,,10,0,true,0
04412,Brewer,ME,BREWER WATER DEPARTMENT,ME0090220,8860,SW,0,0,0,0.0021,,1,70,B,44.7874,-68.7539,0,,,,6,0,true,0
04414,Brownville,ME,BROWNVILLE JCT WATER DEPT,ME0090240,663,GW,9,6,5,0.0015,,1,49,D,45.3412,-69.0423,2,"Barium;Consumer Confidence Report Rule",,,10,6,true,0
04416,Bucksport,ME,MAINE WATER COMPANY BUCKSPORT DIVISION,ME0090280,1700,SW,10,0,2,0.002,,1,62,C,44.6015,-68.7768,0,,,,10,0,true,0
04417,Burlington,ME,RIVERS EDGE MOBILE HOME COMMUNITY,ME0007378,75,GW,3,1,0,0.001,,1,65,C,45.2349,-68.379,1,Consumer Confidence Report Rule,,,6,1,true,0
04418,Greenbush,ME,EVERGREEN COMMUNITY MH PARK,ME0007154,90,GW,3,0,0,0.0031,,1,69,C,45.0803,-68.6509,0,,,,10,0,true,0
04419,Carmel,ME,GRANDEUR MOBILE HOME ESTATES,ME0003060,100,GW,11,0,4,0.0021,,1,55,C,44.8053,-68.9942,0,,,,10,0,true,0
04420,Castine,ME,CASTINE WATER DEPARTMENT,ME0090330,983,SW,17,3,8,0.0022,,1,55,C,44.413,-68.798,1,Consumer Confidence Report Rule,,,10,1,true,0
04421,Castine,ME,CASTINE WATER DEPARTMENT,ME0090330,983,SW,17,3,8,0.0022,,1,61,C,44.4156,-68.7929,1,Consumer Confidence Report Rule,,,10,1,true,0
04422,Charleston,ME,MOUNTAIN VIEW CORRECTIONAL FACILITY,ME0090342,468,GW,11,0,4,0.0005,,1,55,C,45.067,-69.0869,0,,,,10,0,true,0
04424,Danforth,ME,DANFORTH WATER DISTRICT,ME0090420,373,GW,3,0,2,0.005,,2,79,B,45.6687,-67.8688,0,,,,7,0,true,0
04427,Corinth,ME,VILLAGE GREEN MHP,ME0002580,105,GW,7,0,2,0.0011,,1,60,C,44.9805,-69.0109,0,,,,10,1,true,0
04429,Holden,ME,CEDAR HAVEN MHC,ME0007363,395,GW,16,3,2,0.0034,3.02,1,67,C,44.7208,-68.6165,2,"Stage 1 DBP Rule;Consumer Confidence Report Rule",,,10,5,true,0
04430,East Millinocket,ME,EAST MILLINOCKET WATER WORKS,ME0091150,2133,GW,0,0,0,0.0028,,1,70,B,45.63,-68.5728,0,,,,5,0,true,0
04435,Exeter,ME,EXETER WATER DEPARTMENT,ME0092292,25,GW,0,0,0,0.0007,,1,66,C,44.9679,-69.1079,0,,,,0,0,false,0
04441,Greenville,ME,MAINE WATER COMPANY GREENVILLE DIVISION,ME0090630,1335,GW,0,0,0,0.0035,,1,70,B,45.4716,-69.5844,0,,,,0,0,false,0
04443,Guilford,ME,COVERED BRIDGE APARTMENTS,ME0094501,25,GW,8,0,3,0.0013,,1,52,D,45.1735,-69.3975,0,,,,10,0,true,0
04444,Hampden,ME,HAMPDEN WATER DISTRICT,ME0090660,4628,SW,1,0,0,0.00296,,1,70,B,44.7411,-68.8731,0,,,,3,0,true,0
04448,Howland,ME,HOWLAND WATER DEPARTMENT,ME0090710,1025,GW,1,0,0,0.0019,,1,70,B,45.2456,-68.6666,0,,,,7,0,true,0
04450,Kenduskeag,ME,COUNTRY MOBILE HOME PARK,ME0007543,155,GW,3,0,1,0.0014,,1,67,C,44.9183,-68.9342,0,,,,6,0,true,0
04453,Lagrange,ME,TOWN HALL APTS - LAGRANGE,ME0092298,60,GW,2,0,0,0.001,,1,65,C,45.1789,-68.8345,0,,,,6,0,true,0
04456,Levant,ME,WILLOWBROOK MOBILE HOME PARK,ME0095717,75,GW,2,0,0,0.0014,,1,65,C,44.8843,-68.9837,0,,,,10,0,true,0
04457,Lincoln,ME,LINCOLN WATER DISTRICT,ME0090860,3020,GW,0,0,0,0.0012,,1,70,B,45.3508,-68.5077,0,,,,1,0,false,0
04459,Mattawamkeag,ME,MATTAWAMKEAG HOUSING CORP,ME0090949,33,GW,2,1,0,0.0016,,1,69,C,45.5264,-68.352,1,Stage 1 DBP Rule,,,8,1,true,0
04462,Millinocket,ME,MAINE WATER COMPANY MILLINOCKET DIVISION,ME0090990,5400,SW,0,0,0,0.0048,,1,70,B,45.6596,-68.7101,0,,,,0,0,false,0
04463,Milo,ME,MILO WATER DISTRICT,ME0091000,1720,SW,6,3,1,0.0065,,1,55,C,45.2446,-68.976,1,E. coli,,,5,1,true,0
04464,Monson,ME,MONSON UTILITIES DISTRICT,ME0091030,298,GW,22,3,5,0.0041,1.6,1,51,D,45.2981,-69.488,1,Stage 1 DBP Rule,,,10,3,true,0
04468,Old Town,ME,OLD TOWN WATER DISTRICT,ME0091200,7648,GW,5,0,0,0.0094,1.5,1,52,D,44.943,-68.675,0,,,,10,0,true,0
04469,Orono,ME,ORONO-VEAZIE WATER DISTRICT,ME0091210,5793,GW,7,0,0,0.01,,1,47,D,45.0028,-68.6334,0,,,,10,0,true,0
04473,Orono,ME,ORONO-VEAZIE WATER DISTRICT,ME0091210,5793,GW,7,0,0,0.01,,1,50,D,44.8865,-68.7172,0,,,,10,0,true,0
04474,Orrington,ME,FAIRGROUND APARTMENTS,ME0091780,60,GW,4,0,0,0.0045,,1,64,C,44.7263,-68.7876,0,,,,8,0,true,0
04476,Penobscot,ME,SOUTH PENOBSCOT WATER ASSOCIATION,ME0092060,38,GW,4,0,0,0.00036,,1,64,C,44.4645,-68.7111,0,,,,10,0,true,0
04479,Sangerville,ME,GUILFORD-SANGERVILLE UTILITIES DISTRICT,ME0090640,1535,GW,17,2,6,0.0427,,1,31,F,45.1406,-69.3218,1,Stage 1 DBP Rule,,,7,1,true,0
04488,Stetson,ME,CORINTHIAN MANOR,ME0090378,60,GW,0,0,0,0.008,,1,56,C,44.8843,-69.1069,0,,,,7,0,true,0
04496,Winterport,ME,PITTSFIELD WATER DEPT,ME0091280,3228,GW,24,14,15,0.00098,,2,50,D,44.6552,-68.8862,2,"Haloacetic Acids (HAA5);Gross Alpha",,,10,5,true,0
04530,Bath,ME,BATH WATER DISTRICT,ME0090130,9290,SW,1,0,1,0.0032,,2,76,B,43.9062,-69.8266,0,,,,3,0,true,0
04537,Boothbay,ME,BOOTHBAY REGION WATER DISTRICT,ME0090200,8448,SW,0,0,0,,,1,62,C,43.8945,-69.6273,0,,,,2,0,true,0
04539,Bristol,ME,VILLAGE GREEN MHP,ME0002580,105,GW,6,1,1,0.0011,2.64,1,69,C,43.9519,-69.4954,1,Stage 1 DBP Rule,,,10,1,true,0
04543,Damariscotta,ME,GREAT SALT BAY SANITARY DISTRICT,ME0090410,2143,SW,5,1,0,0.0012,,1,69,C,44.0293,-69.5042,1,Stage 1 DBP Rule,,,10,1,true,0
04547,Friendship,ME,FRIENDSHIP WATER DEPARTMENT,ME0092040,85,GW,1,0,0,0.0011,,2,83,B,43.9807,-69.3349,0,,,,2,0,true,0
04572,Waldoboro,ME,WALDOBORO WATER DEPT,ME0091560,1065,GW,31,3,3,0.0027,,1,58,C,44.1046,-69.3745,0,,,,10,1,true,0
04578,Wiscasset,ME,WISCASSET WATER DISTRICT,ME0091660,1970,SW,45,17,13,0.003,,1,45,D,44.0074,-69.6826,3,"Barium;Fecal Coliform;Haloacetic Acids (HAA5)",,,10,2,true,0
04605,Ellsworth,ME,ELLSWORTH WATER DEPARTMENT,ME0090520,3910,SW,22,6,9,0.004,,1,55,C,44.5548,-68.4121,2,"Consumer Confidence Report Rule;Haloacetic Acids (HAA5)",,,10,6,true,0
04606,Addison,ME,ADDISON POINT WATER DISTRICT,ME0090010,168,GW,2,0,0,0.0009,,2,82,B,44.583,-67.7146,0,,,,2,0,true,0
04609,Bar Harbor,ME,TOWN OF BAR HARBOR- WATER DIVISION,ME0090120,4443,SW,0,0,0,0.0034,,1,70,B,44.3738,-68.2448,0,,,,10,1,true,0
04614,Blue Hill,ME,PARKER RIDGE RETIREMENT COMMUNITY,ME0092265,120,GW,18,5,3,0.0208,,1,40,D,44.4343,-68.5885,1,Stage 1 DBP Rule,,,10,3,true,0
04619,Calais,ME,CALAIS WATER DEPT,ME0090290,2775,GW,1,1,0,0.0024,,2,82,B,45.1715,-67.2641,1,Haloacetic Acids (HAA5),,,4,1,true,0
04622,Cherryfield,ME,NARRAGUAGUS ESTATES,ME0091055,97,GW,1,0,0,0.0029,,2,83,B,44.6228,-67.9436,0,,,,2,0,true,0
04623,Columbia Falls,ME,PLEASANT VIEW MANOR,ME0091285,50,GW,3,0,0,0.0006,,2,82,B,44.6699,-67.7534,0,,,,10,0,true,0
04627,Deer Isle,ME,DEER RUN APTS,ME0090425,60,GW,2,0,0,0.0013,,1,69,C,44.234,-68.6448,0,,,,8,0,true,0
04628,Dennysville,ME,DENNYSVILLE HOUSING,ME0090427,43,GW,1,0,1,0.0014,1.4,2,81,B,44.8961,-67.2244,0,,,,10,0,true,0
04630,East Machias,ME,HADLEYS LAKE APARTMENTS,ME0092296,45,GW,1,0,1,0.0018,,2,81,B,44.7424,-67.3821,0,,,,3,0,true,0
04631,Eastport,ME,PASSAMAQUODDY WATER DISTRICT,ME0090510,2125,SW,1,0,0,0.0008,,2,83,B,44.92,-67.0074,0,,,,5,0,true,0
04634,Franklin,ME,FRANKLIN WATER DEPARTMENT,ME0090570,443,GW,12,3,2,0.0036,,1,62,C,44.6087,-68.2417,1,Barium,,,10,3,true,0
04640,Hancock,ME,SUN HANCOCK HEIGHTS- EAST,ME0007242,158,GW,69,32,24,0.0035,,1,45,D,44.5046,-68.2402,2,"Barium;Consumer Confidence Report Rule",,,10,12,true,0
04643,Harrington,ME,QUANTABACOOK WATER DISTRICT,ME0091320,303,GW,1,0,0,0.00062,,2,83,B,44.6122,-67.8147,0,,,,2,0,true,0
04649,Jonesport,ME,GAELIC SQUARE HOUSING,ME0090745,50,GW,16,12,4,0.0042,3.4,2,59,C,44.5509,-67.6044,4,"Haloacetic Acids (HAA5);Stage 1 DBP Rule;Total Trihalomethanes (TTHM);E. coli",,,10,15,true,0
04652,Lubec,ME,LUBEC WATER  DISTRICT,ME0090900,1775,GW,14,0,9,0.0019,,2,69,C,44.9043,-67.0408,0,,,,10,0,true,0
04654,Machias,ME,MACHIAS WATER COMPANY,ME0090910,1390,GW,8,0,0,0.0015,,2,79,B,44.7215,-67.482,0,,,,10,0,true,0
