zip,city,state,system_name,pwsid,population,water_source,total_violations,health_violations,unresolved_violations,lead_level_mg_l,copper_level_mg_l,radon_zone,home_safety_score,home_safety_grade,latitude,longitude,contaminant_count,health_contaminant_names,ccr_contaminant_count,ccr_violation_count,enforcement_action_count,enforcement_health_violations,has_active_issues,boil_water_advisories
40251,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,70,B,38.189,-85.6768,0,,22,0,0,0,false,0
40252,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,70,B,38.189,-85.6768,0,,22,0,0,0,false,0
40253,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40255,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40256,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40257,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40258,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,60,C,38.1457,-85.8641,0,,22,0,0,0,false,0
40259,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2542,-85.7594,0,,22,0,0,0,false,0
40261,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40266,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40268,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40269,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40270,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2542,-85.7594,0,,22,0,0,0,false,0
40272,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,60,C,38.0846,-85.851,0,,22,0,0,0,false,0
40280,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2467,-85.6853,0,,22,0,0,0,false,0
40281,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40282,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40283,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40285,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40287,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40289,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2542,-85.7594,0,,22,0,0,0,false,0
40290,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40291,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,65,C,38.1313,-85.5754,0,,22,0,0,0,false,0
40292,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.189,-85.6768,0,,22,0,0,0,false,0
40293,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2542,-85.7594,0,,22,0,0,0,false,0
40294,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2542,-85.7594,0,,22,0,0,0,false,0
40295,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2542,-85.7594,0,,22,0,0,0,false,0
40296,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2542,-85.7594,0,,22,0,0,0,false,0
40297,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2542,-85.7594,0,,22,0,0,0,false,0
40298,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,66,C,38.2542,-85.7594,0,,22,0,0,0,false,0
40299,Louisville,KY,LOUISVILLE WATER COMPANY,KY0560258,764769,SW,0,0,0,0.0011,,1,60,C,38.1768,-85.5218,0,,22,0,0,0,false,0
40310,Burgin,KY,LAKE VILLAGE WATER ASSOCIATION,KY0840587,6855,SW,5,2,0,0.003,,1,63,C,37.7534,-84.7666,1,Haloacetic Acids (HAA5),,,10,2,true,0
40311,Carlisle,KY,CARLISLE WATER DEPARTMENT,KY0910065,2059,SW,0,0,0,0.004,,2,78,B,38.3212,-84.0279,0,,,,0,0,false,0
40312,Clay City,KY,POWELL VALLEY WATER DISTRICT,KY0990357,7128,SW,3,0,0,0.002,,2,72,B,37.8524,-83.9309,0,,,,8,0,true,0
40322,Frenchburg,KY,FRENCHBURG WATER COMPANY,KY0830148,5401,SW,2,2,0,0.001,,2,76,B,37.947,-83.6084,1,Total Trihalomethanes (TTHM),,,7,2,true,0
40324,Georgetown,KY,GEORGETOWN MUNICIPAL WATER SERVICE,KY1050157,35714,SW,0,0,0,0.005,,1,60,C,38.2117,-84.5562,0,,,,0,0,false,0
40330,Harrodsburg,KY,HARRODSBURG MUNICIPAL WATER DEPARTMENT,KY0840180,8310,SW,0,0,0,0.003,,1,60,C,37.8033,-84.8607,0,,,,0,0,false,0
40336,Irvine,KY,IRVINE MUNICIPAL UTILITIES,KY0330205,5649,SW,1,0,0,,,2,70,B,37.6858,-83.9862,0,,,,4,0,true,0
40337,Jeffersonville,KY,JEFFERSONVILLE WATER SYSTEM,KY0870212,5335,SW,0,0,0,0.0012,,2,83,B,37.964,-83.8558,0,,,,1,0,false,0
40340,Nicholasville,KY,NICHOLASVILLE WATER DEPARTMENT,KY0570315,35266,SW,11,11,4,0.0093,,1,23,F,37.8662,-84.5795,1,Haloacetic Acids (HAA5),,,8,2,true,0
40342,Lawrenceburg,KY,LAWRENCEBURG WATER & SEWER DEPT,KY0030239,14748,SW,2,2,0,0.003,,2,76,B,38.0189,-84.9299,1,Total Trihalomethanes (TTHM),,,7,2,true,0
40347,Midway,KY,MIDWAY MUNICIPAL WATER WORKS,KY1200283,2174,SW,3,0,0,0.002,,1,64,C,38.1487,-84.6928,0,,,,10,0,true,0
40351,Morehead,KY,ROWAN WATER INC,KY1030375,18765,SW,1,1,0,0.002,,2,67,C,38.199,-83.4436,1,Haloacetic Acids (HAA5),,,4,1,true,0
40356,Nicholasville,KY,NICHOLASVILLE WATER DEPARTMENT,KY0570315,35266,SW,11,11,4,0.0093,,1,26,F,37.8808,-84.5646,1,Haloacetic Acids (HAA5),,,8,2,true,0
40360,Owingsville,KY,OWINGSVILLE WATER WORKS,KY0060338,2307,SW,1,1,0,0.002,,2,82,B,38.1532,-83.7564,1,Total Trihalomethanes (TTHM),,,4,1,true,0
40361,Paris,KY,PARIS WATER WORKS,KY0090343,14139,SW,5,2,1,0.006,,1,48,D,38.2083,-84.245,1,Fecal Coliform,,,7,1,true,0
40362,Paris,KY,PARIS WATER WORKS,KY0090343,14139,SW,5,2,1,0.006,,1,63,C,38.2098,-84.253,1,Fecal Coliform,,,7,1,true,0
40371,Salt Lick,KY,BATH COUNTY WATER DISTRICT,KY0060022,10083,SW,0,0,0,0.002,,2,73,B,38.104,-83.6316,0,,,,7,2,true,0
40372,Salvisa,KY,NORTH MERCER WATER DISTRICT,KY0840321,9775,SW,2,1,0,0.004,,1,64,C,37.9167,-84.8577,1,Haloacetic Acids (HAA5),,,8,1,true,0
40374,Sharpsburg,KY,SHARPSBURG WATER DISTRICT,KY0060392,4332,SW,0,0,0,0.002,,2,83,B,38.2147,-83.8932,0,,,,0,0,false,0
40380,Stanton,KY,STANTON WATER WORKS,KY0990418,6611,SW,3,0,1,,,2,67,C,37.8223,-83.7853,0,,,,6,0,true,0
40383,Versailles,KY,VERSAILLES WATER SYSTEM,KY1200439,17822,SW,6,6,4,0.003,,1,37,F,38.0413,-84.7287,2,"Chlorite;Stage 2 DBP Rule",,,7,2,true,0
40384,Versailles,KY,VERSAILLES WATER SYSTEM,KY1200439,17822,SW,6,6,4,0.003,,1,44,D,38.0526,-84.7299,2,"Chlorite;Stage 2 DBP Rule",,,7,2,true,0
40387,Wellington,KY,CAVE RUN REGIONAL WT COMM,KY0831010,25,SW,0,0,0,,,2,72,B,37.978,-83.4675,0,,,,2,0,true,0
40390,Wilmore,KY,WILMORE WATER WORKS,KY0570010,5762,SW,1,1,0,0.004,,1,59,C,37.8602,-84.6714,1,Total Trihalomethanes (TTHM),,,4,1,true,0
40391,Winchester,KY,WINCHESTER MUNICIPAL UTILITIES,KY0250473,29823,SW,0,0,0,0.0012,,1,55,C,37.9872,-84.1789,0,,,,0,0,false,0
40392,Winchester,KY,WINCHESTER MUNICIPAL UTILITIES,KY0250473,29823,SW,0,0,0,0.0012,,1,70,B,37.9901,-84.1797,0,,,,0,0,false,0
40403,Berea,KY,SOUTHERN MADISON WATER DISTRICT,KY0760407,14707,SW,5,0,0,0.002,,2,76,B,37.5799,-84.2749,0,,,,9,0,true,0
40404,Berea,KY,SOUTHERN MADISON WATER DISTRICT,KY0760407,14707,SW,5,0,0,0.002,,2,81,B,37.5687,-84.2963,0,,,,9,0,true,0
40409,Brodhead,KY,MT VERNON WATER WORKS,KY1020299,4951,SW,0,0,0,0.003,,2,83,B,37.3815,-84.4336,0,,,,0,0,false,0
40419,Crab Orchard,KY,CRAB ORCHARD WATER DISTRICT,KY0690089,1488,SW,2,0,0,0.004,,1,69,C,37.4465,-84.4939,0,,,,8,0,true,0
40422,Danville,KY,DANVILLE CITY WATER WORKS,KY0110097,32600,SW,0,0,0,0.002,,1,70,B,37.6465,-84.7747,0,,,,0,0,false,0
40423,Danville,KY,DANVILLE CITY WATER WORKS,KY0110097,32600,SW,0,0,0,0.002,,1,66,C,37.6456,-84.7722,0,,,,0,0,false,0
40437,Hustonville,KY,HUSTONVILLE WATER WORKS,KY0690203,5420,SW,1,1,0,0.005,,1,69,C,37.4595,-84.8528,1,Total Trihalomethanes (TTHM),,,4,1,true,0
40444,Lancaster,KY,GARRARD CO WATER ASSOC INC,KY0400151,14806,SW,2,0,0,0.002,,2,77,B,37.6584,-84.5969,0,,,,4,0,true,0
40445,Livingston,KY,LIVINGSTON MUNICIPAL WATER WORKS,KY1020253,529,SW,17,0,10,,,2,61,C,37.3074,-84.2318,0,,,,10,0,true,0
40446,Lancaster,KY,GARRARD CO WATER ASSOC INC,KY0400151,14806,SW,2,0,0,0.002,,2,82,B,37.61,-84.57,0,,,,4,0,true,0
40464,Parksville,KY,PARKSVILLE WATER DISTRICT,KY0110345,4261,SW,0,0,0,0.002,,1,66,C,37.5778,-84.9281,0,,,,0,0,false,0
40475,Richmond,KY,RICHMOND UTILITIES,KY0760370,35640,SW,1,1,0,,,2,64,C,37.7546,-84.2955,1,Stage 2 DBP Rule,,,4,1,true,0
40476,Richmond,KY,RICHMOND UTILITIES,KY0760370,35640,SW,1,1,0,,,2,71,B,37.7479,-84.2947,1,Stage 2 DBP Rule,,,4,1,true,0
40484,Stanford,KY,STANFORD WATER WORKS,KY0690417,9284,SW,0,0,0,0.003,,1,65,C,37.5245,-84.6912,0,,,,0,0,false,0
40502,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,55,C,38.0174,-84.4854,0,,0,0,0,0,false,0
40503,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,50,D,38.001,-84.5282,0,,0,0,0,0,false,0
40504,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,50,D,38.0406,-84.5433,0,,0,0,0,0,false,0
40505,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,55,C,38.0612,-84.4583,0,,0,0,0,0,false,0
40506,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0287,-84.5075,0,,0,0,0,0,false,0
40507,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,60,C,38.0464,-84.4953,0,,0,0,0,0,false,0
40508,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,60,C,38.0513,-84.499,0,,0,0,0,0,false,0
40509,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,60,C,38.0102,-84.4274,0,,0,0,0,0,false,0
40510,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,60,C,38.0702,-84.591,0,,0,0,0,0,false,0
40511,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,55,C,38.0932,-84.5007,0,,0,0,0,0,false,0
40512,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40513,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,60,C,38.0139,-84.5815,0,,0,0,0,0,false,0
40514,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,60,C,37.9833,-84.5767,0,,0,0,0,0,false,0
40515,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,50,D,37.9651,-84.4708,0,,0,0,0,0,false,0
40516,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,60,C,38.0544,-84.3548,0,,0,0,0,0,false,0
40517,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,55,C,37.9849,-84.4816,0,,0,0,0,0,false,0
40522,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40523,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40524,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,60,C,38.0283,-84.4715,0,,0,0,0,0,false,0
40526,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40533,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40536,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0321,-84.5084,0,,0,0,0,0,false,0
40544,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40546,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40550,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40555,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40574,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,60,C,38.0283,-84.4715,0,,0,0,0,0,false,0
40575,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40576,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40577,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40578,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40579,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40580,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40581,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40582,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40583,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40588,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40591,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0283,-84.4715,0,,0,0,0,0,false,0
40598,Lexington,KY,KENTUCKY-AMERICAN WATER CO,KY0340250,299501,SW,0,0,0,0.009,,1,53,D,38.0771,-84.5296,0,,0,0,0,0,false,0
40601,Frankfort,KY,FRANKFORT PLANT BOARD,KY0370143,52153,SW,12,0,0,0.002,,1,44,D,38.2281,-84.8697,0,,0,0,10,0,true,0
40602,Frankfort,KY,FRANKFORT PLANT BOARD,KY0370143,52153,SW,12,0,0,0.002,,1,59,C,38.2341,-84.8748,0,,0,0,10,0,true,0
40603,Frankfort,KY,FRANKFORT PLANT BOARD,KY0370143,52153,SW,12,0,0,0.002,,1,60,C,38.2341,-84.8748,0,,0,0,10,0,true,0
40604,Frankfort,KY,FRANKFORT PLANT BOARD,KY0370143,52153,SW,12,0,0,0.002,,1,60,C,38.2341,-84.8748,0,,0,0,10,0,true,0
40618,Frankfort,KY,FRANKFORT PLANT BOARD,KY0370143,52153,SW,12,0,0,0.002,,1,60,C,38.2341,-84.8748,0,,0,0,10,0,true,0
40619,Frankfort,KY,FRANKFORT PLANT BOARD,KY0370143,52153,SW,12,0,0,0.002,,1,60,C,38.2341,-84.8748,0,,0,0,10,0,true,0
40620,Frankfort,KY,FRANKFORT PLANT BOARD,KY0370143,52153,SW,12,0,0,0.002,,1,60,C,38.2341,-84.8748,0,,0,0,10,0,true,0
40621,Frankfort,KY,FRANKFORT PLANT BOARD,KY0370143,52153,SW,12,0,0,0.002,,1,60,C,38.2009,-84.8733,0,,0,0,10,0,true,0
40622,Frankfort,KY,FRANKFORT PLANT BOARD,KY0370143,52153,SW,12,0,0,0.002,,1,60,C,38.2009,-84.8733,0,,0,0,10,0,true,0
40701,Corbin,KY,CORBIN UTILITIES COMMISSION,KY1180085,16065,SW,17,14,5,0.002,,2,53,D,36.9344,-84.1021,1,Total Trihalomethanes (TTHM),,,10,3,true,0
40702,Corbin,KY,CORBIN UTILITIES COMMISSION,KY1180085,16065,SW,17,14,5,0.002,,2,58,C,36.9374,-84.1031,1,Total Trihalomethanes (TTHM),,,10,3,true,0
40741,London,KY,LAUREL CO WATER DISTRICT #2,KY0630238,16899,SW,0,0,0,0.002,,2,83,B,37.1549,-84.0961,0,,,,6,1,true,0
40742,London,KY,LAUREL CO WATER DISTRICT #2,KY0630238,16899,SW,0,0,0,0.002,,2,83,B,37.1376,-84.1156,0,,,,6,1,true,0
40743,London,KY,LAUREL CO WATER DISTRICT #2,KY0630238,16899,SW,0,0,0,0.002,,2,83,B,37.1345,-84.0457,0,,,,6,1,true,0
40744,London,KY,LAUREL CO WATER DISTRICT #2,KY0630238,16899,SW,0,0,0,0.002,,2,83,B,37.0995,-84.1131,0,,,,6,1,true,0
40745,London,KY,LAUREL CO WATER DISTRICT #2,KY0630238,16899,SW,0,0,0,0.002,,2,83,B,37.1376,-84.1156,0,,,,6,1,true,0
40750,London,KY,LAUREL CO WATER DISTRICT #2,KY0630238,16899,SW,0,0,0,0.002,,2,83,B,37.1289,-84.0833,0,,,,6,1,true,0
40769,Williamsburg,KY,WHITLEY CO WATER DISTRICT,KY1180468,9825,SW,4,4,0,0.002,,2,74,B,36.747,-84.1394,1,Total Trihalomethanes (TTHM),,,10,3,true,0
40806,Baxter,KY,BLACK MTN UTILITY/DAYHOIT,KY0480277,1954,SW,10,0,0,,,2,60,C,36.8749,-83.3141,0,,,,10,0,true,0
40807,Benham,KY,BENHAM WATER PLANT,KY0480028,855,SW,4,1,2,0.0005,,2,79,B,36.9648,-82.9485,1,Chlorine residual,,,10,1,true,0
40815,Cawood,KY,CAWOOD WATER DISTRICT,KY0480565,4428,SW,7,1,0,,,2,74,B,36.7812,-83.2914,1,Chlorine residual,,,8,1,true,0
40823,Cumberland,KY,CUMBERLAND MUNICIPAL WATER WORKS,KY0480092,2843,SW,4,0,0,0.0006,,2,76,B,36.9711,-82.9771,0,,,,2,0,true,0
40828,Evarts,KY,EVARTS MUNICIPAL WATER PLANT,KY0480125,3059,SW,14,6,1,0.004,,2,72,B,36.8398,-83.2233,1,Fecal Coliform,,,10,1,true,0
40831,Harlan,KY,HARLAN MUNICIPAL WATER WORKS,KY0480178,4574,SW,0,0,0,,,2,65,C,36.7596,-83.3499,0,,,,0,0,false,0
40855,Lynch,KY,LYNCH WATER WORKS,KY0480262,1078,SW,17,1,8,0.0032,,2,82,B,36.9603,-82.9198,1,Stage 2 DBP Rule,,,10,1,true,0
40906,Barbourville,KY,BARBOURVILLE UTILITIES,KY0610016,16420,SW,12,3,7,0.006,,2,64,C,36.8665,-83.8888,1,Total Trihalomethanes (TTHM),,,10,2,true,0
40962,Manchester,KY,MANCHESTER WATER WORKS,KY0260737,11349,SW,9,3,6,0.0013,,2,66,C,37.1511,-83.7793,1,Haloacetic Acids (HAA5),,,10,2,true,0
40965,Middlesboro,KY,WATER SERVICE CORPORATION OF KENTUCKY,KY0070282,12022,SW,0,0,0,0.002,,2,68,C,36.6172,-83.7231,0,,,,0,0,false,0
40977,Pineville,KY,PINEVILLE WATER SYSTEM,KY0070353,16573,SW,8,2,2,0.005,,2,71,B,36.7159,-83.7668,1,Total Trihalomethanes (TTHM),,,10,2,true,0
41002,Augusta,KY,AUGUSTA REGIONAL WTP,KY0120013,1690,GW,0,0,0,0.0016,,2,73,B,38.763,-83.9954,0,,,,0,0,false,0
41004,Brooksville,KY,BRACKEN COUNTY WATER DISTRICT,KY0120039,6456,GW,0,0,0,0.0036,,2,83,B,38.6644,-84.0786,0,,,,0,0,false,0
41005,Burlington,KY,BOONE CO WATER & SEWER DISTRICT,KY0080034,66300,SW,2,0,2,0.0014,,2,79,B,39.015,-84.7736,0,,1,0,2,0,true,0
41006,Butler,KY,BUTLER WATER WORKS,KY0960051,980,SW,17,0,4,,,1,43,D,38.8013,-84.3446,0,,,,10,0,true,0
41008,Carrollton,KY,CARROLLTON UTILITIES,KY0210067,6851,GW,5,5,3,0.0044,,2,59,C,38.6696,-85.173,1,Total Trihalomethanes (TTHM),,,7,2,true,0
41010,Corinth,KY,CORINTH WATER DISTRICT,KY0410662,3139,SW,2,0,0,,,2,71,B,38.5302,-84.5846,0,,,,4,0,true,0
41017,Ft Mitchell,KY,RIVERSIDE 25 LLC,KY0080928,49,GW,6,0,3,0.0106,,2,52,D,39.03,-84.559,0,,,,4,0,true,0
41022,Florence,KY,FLORENCE WATER & SEWER,KY0080135,29351,SW,0,0,0,,,2,72,B,38.9624,-84.7478,0,,,,0,0,false,0
41030,Crittenden,KY,BULLOCK PEN WATER DISTRICT,KY0410047,20048,SW,0,0,0,0.0055,,2,81,B,38.7741,-84.5982,0,,,,0,0,false,0
41031,Cynthiana,KY,HARRISON CO WATER ASSOC,KY0490179,16736,SW,8,8,4,0.003,,1,40,D,38.3964,-84.2949,1,Total Trihalomethanes (TTHM),,,7,2,true,0
41034,Dover,KY,WESTERN MASON CO WATER DISTRICT,KY0810460,2994,GW,0,0,0,0.006,,2,81,B,38.691,-83.8718,0,,,,0,0,false,0
41035,Dry Ridge,KY,WILLIAMSTOWN MUNICIPAL WATER DEPT,KY0410472,5495,SW,3,3,0,0.004,,2,80,B,38.7049,-84.6237,1,Consumer Confidence Report Rule,,,4,1,true,0
41039,Ewing,KY,WESTERN FLEMING WATER DISTRICT,KY0910675,4262,SW,0,0,0,0.002,,2,83,B,38.4157,-83.8733,0,,,,0,0,false,0
41040,Falmouth,KY,EAST PENDLETON WATER DISTRICT,KY0960112,5515,SW,2,0,0,0.0037,,1,59,C,38.6643,-84.3451,0,,,,2,0,true,0
41041,Flemingsburg,KY,FLEMING CO WATER ASSOCIATION,KY0350133,9693,SW,2,0,0,0.0049,,2,77,B,38.428,-83.708,0,,,,2,0,true,0
41042,Florence,KY,FLORENCE WATER & SEWER,KY0080135,29351,SW,0,0,0,,,2,75,B,38.9941,-84.642,0,,,,0,0,false,0
41045,Ghent,KY,CARROLL CO WATER DISTRICT #1,KY0210066,5934,GW,0,0,0,0.002,,2,83,B,38.7188,-85.0557,0,,,,0,0,false,0
41055,Mayslick,KY,BUFFALO TRAIL WATER ASSOC,KY0810046,4514,SW,0,0,0,0.001,,2,83,B,38.522,-83.861,0,,,,0,0,false,0
41056,Maysville,KY,MAYSVILLE UTILITY COMMISSION,KY0810275,11263,SW,0,0,0,0.002,1.513,2,78,B,38.6207,-83.8067,0,,,,0,0,false,0
41064,Mount Olivet,KY,MT OLIVET WATER DEPARTMENT,KY1010297,775,SW,0,0,0,0.004,,1,66,C,38.5218,-84.048,0,,,,0,0,false,0
41086,Sparta,KY,GALLATIN COUNTY WATER DISTRICT,KY0390130,5860,GW,0,0,0,0.003,,2,78,B,38.7256,-84.8813,0,,,,0,0,false,0
41094,Walton,KY,WALTON WATERWORKS DEPARTMENT,KY0080442,4173,SW,0,0,0,,,2,75,B,38.8875,-84.6328,0,,,,0,0,false,0
