zip,ccr_available,ccr_year,ccr_system_name,ccr_pwsid,ccr_contaminant_count,ccr_violations,ccr_source_type,ccr_lead_90th_ppb,ccr_copper_90th_ppb,ccr_top_contaminants
34114,True,2024,Collier County Regional WTP,FL5114069,9,0,"Groundwater from three wellfields (North Hawthorn, South Hawthorn, Golden Gate Tamiami)",1.2,0.0378,Chloramine (3.4 ppm); Trihalomethane (TTHM) (60.4 ppb)
34116,True,2024,Collier County Regional WTP,FL5114069,9,0,"Groundwater from three wellfields (North Hawthorn, South Hawthorn, Golden Gate Tamiami)",1.2,0.0378,Chloramine (3.4 ppm); Trihalomethane (TTHM) (60.4 ppb)
34117,True,2024,Collier County Regional WTP,FL5114069,9,0,"Groundwater from three wellfields (North Hawthorn, South Hawthorn, Golden Gate Tamiami)",1.2,0.0378,Chloramine (3.4 ppm); Trihalomethane (TTHM) (60.4 ppb)
34119,True,2024,Collier County Regional WTP,FL5114069,9,0,"Groundwater from three wellfields (North Hawthorn, South Hawthorn, Golden Gate Tamiami)",1.2,0.0378,Chloramine (3.4 ppm); Trihalomethane (TTHM) (60.4 ppb)
34120,True,2024,Collier County Regional WTP,FL5114069,9,0,"Groundwater from three wellfields (North Hawthorn, South Hawthorn, Golden Gate Tamiami)",1.2,0.0378,Chloramine (3.4 ppm); Trihalomethane (TTHM) (60.4 ppb)
34133,True,2024,BONITA SPRINGS UTILITIES,FL5360025,1,0,Ground Water,2.1,,
34134,True,2024,BONITA SPRINGS UTILITIES,FL5360025,1,0,Ground Water,2.1,,
34135,True,2024,BONITA SPRINGS UTILITIES,FL5360025,1,0,Ground Water,2.1,,
34136,True,2024,BONITA SPRINGS UTILITIES,FL5360025,1,0,Ground Water,2.1,,
34201,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34202,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34203,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34204,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34205,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34206,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34207,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34208,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34209,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34210,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34211,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34212,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34230,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34231,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34232,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34233,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34234,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34235,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34236,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34237,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34238,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34239,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34240,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34241,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34242,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34243,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34260,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34276,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34277,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34278,True,2024,Sarasota Co Special Util Dist,FL6581591,6,0,Blended groundwater and purchased surface water from Sarasota County Public Utilities,2,0.08,Chloramine (2.5 ppm); Trihalomethane (TTHM) (45 ppb)
34280,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34281,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34282,True,2024,Manatee County Utilities Department,FL6411132,20,0,Groundwater wells (Floridan Aquifer) + surface water (Lake Manatee Reservoir),1.7,0.15,Chloramines (3.2 ppm); Haloacetic acids (46.2 ppb); Total trihalomethanes (50.2 ppb)
34286,True,2024,NORTH PORT UTILITIES,FL6580651,1,0,Surface Water,1.9,,
34287,True,2024,NORTH PORT UTILITIES,FL6580651,1,0,Surface Water,1.9,,
34288,True,2024,NORTH PORT UTILITIES,FL6580651,1,0,Surface Water,1.9,,
34289,True,2024,NORTH PORT UTILITIES,FL6580651,1,0,Surface Water,1.9,,
34290,True,2024,NORTH PORT UTILITIES,FL6580651,1,0,Surface Water,1.9,,
34291,True,2024,NORTH PORT UTILITIES,FL6580651,1,0,Surface Water,1.9,,
34420,True,2024,WEST SIDE CONSOLIDATED,FL6421144,0,0,Ground Water,,,
34421,True,2024,WEST SIDE CONSOLIDATED,FL6421144,0,0,Ground Water,,,
34470,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34471,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34472,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34473,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34474,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34475,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34476,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34477,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34478,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34479,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34480,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34481,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34482,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34483,True,2024,"OCALA, CITY OF (2 WTPS)",FL3420922,0,0,Ground Water,,,
34601,True,2023,Hernando Co Utl-West,FL6277059,7,0,Ground water from the Floridan Aquifer through deep wells,1.5,0.13,
34602,True,2023,Hernando Co Utl-West,FL6277059,7,0,Ground water from the Floridan Aquifer through deep wells,1.5,0.13,
34603,True,2023,Hernando Co Utl-West,FL6277059,7,0,Ground water from the Floridan Aquifer through deep wells,1.5,0.13,
34604,True,2023,Hernando Co Utl-West,FL6277059,7,0,Ground water from the Floridan Aquifer through deep wells,1.5,0.13,
34605,True,2023,Hernando Co Utl-West,FL6277059,7,0,Ground water from the Floridan Aquifer through deep wells,1.5,0.13,
34613,True,2023,Hernando Co Utl-West,FL6277059,7,0,Ground water from the Floridan Aquifer through deep wells,1.5,0.13,
34614,True,2023,Hernando Co Utl-West,FL6277059,7,0,Ground water from the Floridan Aquifer through deep wells,1.5,0.13,
34652,True,2024,PCUD-Pasco County Regional PWS,FL6511361,14,0,"for PFAS, alongside its member utilities during EPA’s nationwide study",4,,Radium 226+228 (4 pCi/L); Fluoride (4 ppm); Barium (4 ppm); Nitrite (1 ppm)
34653,True,2024,PCUD-Pasco County Regional PWS,FL6511361,14,0,"for PFAS, alongside its member utilities during EPA’s nationwide study",4,,Radium 226+228 (4 pCi/L); Fluoride (4 ppm); Barium (4 ppm); Nitrite (1 ppm)
34654,True,2024,PCUD-Pasco County Regional PWS,FL6511361,14,0,"for PFAS, alongside its member utilities during EPA’s nationwide study",4,,Radium 226+228 (4 pCi/L); Fluoride (4 ppm); Barium (4 ppm); Nitrite (1 ppm)
34655,True,2024,PCUD-Pasco County Regional PWS,FL6511361,14,0,"for PFAS, alongside its member utilities during EPA’s nationwide study",4,,Radium 226+228 (4 pCi/L); Fluoride (4 ppm); Barium (4 ppm); Nitrite (1 ppm)
34656,True,2024,PCUD-Pasco County Regional PWS,FL6511361,14,0,"for PFAS, alongside its member utilities during EPA’s nationwide study",4,,Radium 226+228 (4 pCi/L); Fluoride (4 ppm); Barium (4 ppm); Nitrite (1 ppm)
34697,True,2024,DUNEDIN WATER SYSTEM,FL6520486,0,0,Ground Water,,,
34698,True,2024,DUNEDIN WATER SYSTEM,FL6520486,0,0,Ground Water,,,
34741,True,2024,Toho Water Authority Eastern,FL3490751,11,0,"is provided by the Harmony Water System WATER SOURCE - Underneath Osceola County lies one of the largest pristine reservoirs of fresh groundwater in the country, the Floridan Aquifer",0.4,0.14,Haloacetic Acid HAA5 (32.9 ppb); Trihalomethane (TTHM) (64.32 ppb)
34742,True,2024,Toho Water Authority Eastern,FL3490751,11,0,"is provided by the Harmony Water System WATER SOURCE - Underneath Osceola County lies one of the largest pristine reservoirs of fresh groundwater in the country, the Floridan Aquifer",0.4,0.14,Haloacetic Acid HAA5 (32.9 ppb); Trihalomethane (TTHM) (64.32 ppb)
34743,True,2024,Toho Water Authority Eastern,FL3490751,11,0,"is provided by the Harmony Water System WATER SOURCE - Underneath Osceola County lies one of the largest pristine reservoirs of fresh groundwater in the country, the Floridan Aquifer",0.4,0.14,Haloacetic Acid HAA5 (32.9 ppb); Trihalomethane (TTHM) (64.32 ppb)
34744,True,2024,Toho Water Authority Eastern,FL3490751,11,0,"is provided by the Harmony Water System WATER SOURCE - Underneath Osceola County lies one of the largest pristine reservoirs of fresh groundwater in the country, the Floridan Aquifer",0.4,0.14,Haloacetic Acid HAA5 (32.9 ppb); Trihalomethane (TTHM) (64.32 ppb)
34745,True,2024,Toho Water Authority Eastern,FL3490751,11,0,"is provided by the Harmony Water System WATER SOURCE - Underneath Osceola County lies one of the largest pristine reservoirs of fresh groundwater in the country, the Floridan Aquifer",0.4,0.14,Haloacetic Acid HAA5 (32.9 ppb); Trihalomethane (TTHM) (64.32 ppb)
34746,True,2024,Toho Water Authority Eastern,FL3490751,11,0,"is provided by the Harmony Water System WATER SOURCE - Underneath Osceola County lies one of the largest pristine reservoirs of fresh groundwater in the country, the Floridan Aquifer",0.4,0.14,Haloacetic Acid HAA5 (32.9 ppb); Trihalomethane (TTHM) (64.32 ppb)
34747,True,2024,Toho Water Authority Eastern,FL3490751,11,0,"is provided by the Harmony Water System WATER SOURCE - Underneath Osceola County lies one of the largest pristine reservoirs of fresh groundwater in the country, the Floridan Aquifer",0.4,0.14,Haloacetic Acid HAA5 (32.9 ppb); Trihalomethane (TTHM) (64.32 ppb)
34758,True,2024,Toho Water Authority Eastern,FL3490751,11,0,"is provided by the Harmony Water System WATER SOURCE - Underneath Osceola County lies one of the largest pristine reservoirs of fresh groundwater in the country, the Floridan Aquifer",0.4,0.14,Haloacetic Acid HAA5 (32.9 ppb); Trihalomethane (TTHM) (64.32 ppb)
34759,True,2024,Toho Water Authority Eastern,FL3490751,11,0,"is provided by the Harmony Water System WATER SOURCE - Underneath Osceola County lies one of the largest pristine reservoirs of fresh groundwater in the country, the Floridan Aquifer",0.4,0.14,Haloacetic Acid HAA5 (32.9 ppb); Trihalomethane (TTHM) (64.32 ppb)
34777,True,2024,WINTER GARDEN WATER DEPT (3 WPS),FL3481481,0,0,Ground Water,,,
34778,True,2024,WINTER GARDEN WATER DEPT (3 WPS),FL3481481,0,0,Ground Water,,,
34787,True,2024,WINTER GARDEN WATER DEPT (3 WPS),FL3481481,0,0,Ground Water,,,
34945,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34946,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34947,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34948,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34949,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34950,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34951,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34954,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34957,True,2024,Martin Co Utilities,FL4431891,6,0,Ground water from surficial and Floridan wells with lime softening and RO,2,0.1,Chlorine (2.5 ppm); Trihalomethane (TTHM) (50 ppb)
34958,True,2024,Martin Co Utilities,FL4431891,6,0,Ground water from surficial and Floridan wells with lime softening and RO,2,0.1,Chlorine (2.5 ppm); Trihalomethane (TTHM) (50 ppb)
34979,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34981,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34982,True,2024,FT. PIERCE UTILITIES AUTHORITY,FL4560490,0,0,Ground Water,,,
34994,True,2024,Martin Co Utilities,FL4431891,6,0,Ground water from surficial and Floridan wells with lime softening and RO,2,0.1,Chlorine (2.5 ppm); Trihalomethane (TTHM) (50 ppb)
34995,True,2024,Martin Co Utilities,FL4431891,6,0,Ground water from surficial and Floridan wells with lime softening and RO,2,0.1,Chlorine (2.5 ppm); Trihalomethane (TTHM) (50 ppb)
34996,True,2024,Martin Co Utilities,FL4431891,6,0,Ground water from surficial and Floridan wells with lime softening and RO,2,0.1,Chlorine (2.5 ppm); Trihalomethane (TTHM) (50 ppb)
34997,True,2024,Martin Co Utilities,FL4431891,6,0,Ground water from surficial and Floridan wells with lime softening and RO,2,0.1,Chlorine (2.5 ppm); Trihalomethane (TTHM) (50 ppb)
35020,True,2024,BESSEMER WATER SERVICE,AL0000737,1,0,Surface Water (Purchased),1,,
35021,True,2024,BESSEMER WATER SERVICE,AL0000737,1,0,Surface Water (Purchased),1,,
35022,True,2024,BESSEMER WATER SERVICE,AL0000737,1,0,Surface Water (Purchased),1,,
35023,True,2024,BESSEMER WATER SERVICE,AL0000737,1,0,Surface Water (Purchased),1,,
35055,True,2024,CULLMAN COUNTY WATER DEPARTMENT,AL0000394,1,0,Surface Water (Purchased),,,
35056,True,2024,CULLMAN COUNTY WATER DEPARTMENT,AL0000394,1,0,Surface Water (Purchased),,,
35057,True,2024,CULLMAN COUNTY WATER DEPARTMENT,AL0000394,1,0,Surface Water (Purchased),,,
35058,True,2024,CULLMAN COUNTY WATER DEPARTMENT,AL0000394,1,0,Surface Water (Purchased),,,
35201,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35202,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35203,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35204,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35205,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35206,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35207,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35208,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35209,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35210,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35211,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35212,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35213,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35214,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35215,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35216,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35217,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35218,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35219,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35220,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35221,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35222,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35223,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35224,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35226,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35228,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35229,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35231,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35232,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35233,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35234,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35235,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35236,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35237,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35238,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35242,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35243,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35244,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35246,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35249,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35253,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35254,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35255,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35259,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35260,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35261,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35266,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35270,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35282,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35283,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35285,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35287,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35288,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35290,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35291,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35292,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35293,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35294,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35295,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35296,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35297,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35298,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35299,True,2024,CENTRAL ALABAMA WATER SYSTEM,AL0000738,1,0,Surface Water,1.76,,
35401,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35402,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35403,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35404,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35405,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35406,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35407,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35485,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35486,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35487,True,2024,TUSCALOOSA WATER & SEWER,AL0001313,2,1,Surface Water,,,Haloacetic Acid HAA5 (61 ppb*)
35601,True,2024,"DECATUR, MUNICIPAL UTILITIES BOARD OF",AL0001084,1,0,Surface Water,,,
35602,True,2024,"DECATUR, MUNICIPAL UTILITIES BOARD OF",AL0001084,1,0,Surface Water,,,
35603,True,2024,"DECATUR, MUNICIPAL UTILITIES BOARD OF",AL0001084,1,0,Surface Water,,,
35609,True,2024,"DECATUR, MUNICIPAL UTILITIES BOARD OF",AL0001084,1,0,Surface Water,,,
35611,True,2024,LIMESTONE COUNTY WATER AND SEWER AUTH.,AL0000833,0,0,Surface Water,,,
35612,True,2024,LIMESTONE COUNTY WATER AND SEWER AUTH.,AL0000833,0,0,Surface Water,,,
